Frequency_Hz,Frequency_MHz,20260515_092941,20260515_133100,20260515_134951,20260515_140509
75999710.083007812,75.999710083008,1.0967741226810076e-05,0.45952871389643357,0.21330461310740301,0.81564951685104803
75999855.041503906,75.999855041504,2.1464566802108195e-05,60317.568631982562,11631.001115277986,11518.605625590699
76000000,76.000000000000,5.3119232596614601e-05,241320.17275270919,46428.312016739888,46153.298823693171
76000144.958496094,76.000144958496,1.8928038607824246e-05,60308.763802989532,11603.844085371727,11550.810739102599
76000289.916992188,76.000289916992,1.0370377826805725e-05,0.55426765322577165,0.20786973454338536,0.79985043961094693
76000434.875488281,76.000434875488,9.8663081263554158e-06,0.056158691893919831,0.42699582574214601,0.24329463894212555
76000579.833984375,76.000579833984,9.9510761859617007e-06,0.014117813304102805,0.79796575920480661,0.41633562825558923
76000724.792480469,76.000724792480,8.6096029164800929e-06,0.0069876074327756988,0.34072262662453756,0.21167826375516724
76000869.750976562,76.000869750977,1.2093954793886049e-05,0.0033738489544734855,0.071172068493294327,0.047566064163907733
76001014.709472656,76.001014709473,1.3706534732634146e-05,0.0012424770136390967,0.037648920898128997,0.021037872618566843
76001159.66796875,76.001159667969,1.4026837867873604e-05,0.0074669186744759164,0.021249243464546746,0.018883617244743155
76001304.626464844,76.001304626465,1.0588368708952639e-05,0.016494480428595693,0.036788248590365016,0.023363097391518355
76001449.584960938,76.001449584961,1.0567856222630825e-05,0.012425152319525032,0.044512156493179848,0.03229120466139683
76001594.543457031,76.001594543457,1.1932315293194138e-05,0.0057217656379666346,0.012012042563205354,0.013046310189745702
76001739.501953125,76.001739501953,1.0045182114556167e-05,0.003664012830952388,0.0065461383760070805,0.010482844309972136
76001884.460449219,76.001884460449,1.0792155822079406e-05,0.0031590536658046239,0.0020781596855977977,0.0029515437792833926
76002029.418945312,76.002029418945,1.2535571185389012e-05,0.0044911070399969036,0.0015440521456361388,0.0013318372508993332
76002174.377441406,76.002174377441,1.320670036883865e-05,0.0083429185663198464,0.0063056055930812661,0.0040681606247381964
76002319.3359375,76.002319335938,1.0805836618785248e-05,0.010331697191220396,0.033460892981462487,0.016598101971223266
76002464.294433594,76.002464294434,9.5564833549072276e-06,0.0012016693493643036,0.046209043403380598,0.023727059166747413
76002609.252929688,76.002609252930,1.0749547408799677e-05,0.00019156272092996044,0.041605844637269448,0.027222836410214817
76002754.211425781,76.002754211426,8.1565838489116639e-06,0.00019240684021663257,0.02898968217775396,0.017454708138540186
76002899.169921875,76.002899169922,8.1467077373875903e-06,0.00022218423523622145,0.011545966786837039,0.0090886451867353748
76003044.128417969,76.003044128418,1.3391184781478787e-05,0.0002578367451379527,0.034049596268415062,0.016748509677896872
76003189.086914062,76.003189086914,1.3231440891664097e-05,0.0001514664546616559,0.22409696440249358,0.10762482603719106
76003334.045410156,76.003334045410,1.090152645742276e-05,0.00016911980234619067,0.20561085744207855,0.093567823186898644
76003479.00390625,76.003479003906,1.1113144448146422e-05,0.00012222031683000012,0.041737457293022362,0.019219053339450908
76003623.962402344,76.003623962402,9.3480685819075812e-06,8.8653491434443086e-05,0.35308701876195536,0.1656638321239231
76003768.920898438,76.003768920898,6.6491488669542381e-06,7.2162780926565118e-05,0.968024940558604,0.41961309789358575
76003913.879394531,76.003913879395,9.9323954395123296e-06,7.2743363683086364e-05,0.60026125492703575,0.25370614485933307
76004058.837890625,76.004058837891,7.5127698019105421e-06,7.5479634408951303e-05,0.51302345132548077,0.27160996501592527
76004203.796386719,76.004203796387,9.5635734772252748e-06,7.1524755664088068e-05,0.20233683477840017,0.093656371315966699
76004348.754882812,76.004348754883,1.331965366820918e-05,6.7470604751317128e-05,0.04737136655519892,0.016868208343514005
76004493.713378906,76.004493713379,1.0808180143602155e-05,5.4958265417425049e-05,0.037657868596148433,0.021437966747807676
76004638.671875,76.004638671875,9.9513255555792244e-06,7.0382194214941606e-05,0.009844734735192642,0.0043538850264980798
76004783.630371094,76.004783630371,7.8217529886640259e-06,8.39539192476208e-05,0.0011140639594743971,0.00051022915977836009
76004928.588867188,76.004928588867,8.5188553471746927e-06,8.1588482760240711e-05,0.00098649802073786036,0.00048493156674878524
76005073.547363281,76.005073547363,8.7731308883731927e-06,7.4789312391868035e-05,0.0064403144387037295,0.0029392095520995891
76005218.505859375,76.005218505859,1.11887464960934e-05,4.6085525174897714e-05,0.038223188124849344,0.022722336707357939
76005363.464355469,76.005363464355,1.2570723170268877e-05,4.341757830814369e-05,0.14067209685209359,0.10383059799302526
76005508.422851562,76.005508422852,1.1208457906837466e-05,6.0553648934423072e-05,0.15016498195380287,0.10483027007837016
76005653.381347656,76.005653381348,1.1162880610634281e-05,5.4905791184486772e-05,0.029586613433422004,0.01743656086292876
76005798.33984375,76.005798339844,1.3119845457894033e-05,5.7223750944861935e-05,0.0028863918804554163,0.0014396824294558087
76005943.298339844,76.005943298340,1.3402408651455424e-05,7.4651857573245381e-05,0.0040586505760106962,0.002318092273096858
76006088.256835938,76.006088256836,1.1151457498442744e-05,0.000100667495576128,0.0023359274621526003,0.0010381396434029036
76006233.215332031,76.006233215332,9.8902184482591478e-06,9.9311690387715433e-05,0.00062981107987451052,0.00034408363787488683
76006378.173828125,76.006378173828,9.7607518184281236e-06,7.808993263473511e-05,0.00014718886373304979,0.00013970334447900969
76006523.132324219,76.006523132324,9.3811488049060198e-06,5.2299546358465775e-05,0.00015507681358168567,0.00012941830451645094
76006668.090820312,76.006668090820,1.2113874344564532e-05,4.2218304326788645e-05,0.00010969443074623973,0.0001022512804422698
76006813.049316406,76.006813049316,1.1856903609444972e-05,3.8298820176830035e-05,9.0937008221590862e-05,6.536397370546606e-05
76006958.0078125,76.006958007812,1.2794972846824437e-05,3.0278520097199825e-05,7.6893334436727658e-05,4.0782710906645926e-05
76007102.966308594,76.007102966309,9.7060859707639956e-06,4.6789137863622992e-05,8.3532886296339989e-05,4.8618174098953449e-05
76007247.924804688,76.007247924805,1.015624782233896e-05,4.9030237326363277e-05,0.00020371771176653711,0.00012399596065675608
76007392.883300781,76.007392883301,1.1380607539631048e-05,4.6932633193612645e-05,0.00041890734790557435,0.00033675646795733376
76007537.841796875,76.007537841797,8.1242008036192824e-06,3.9156497578499686e-05,0.0073759770860810535,0.0042427740476044329
76007682.800292969,76.007682800293,8.4575378805577129e-06,4.6379713338342277e-05,0.0071774309302255687,0.0038476587220972643
76007827.758789062,76.007827758789,1.0684133946900517e-05,5.6334317436697994e-05,0.00070116227985478384,0.00045003106904410121
76007972.717285156,76.007972717285,9.5435396708793501e-06,5.2341690128324373e-05,0.0025570212029964144,0.0013173280691674465
76008117.67578125,76.008117675781,8.4572698910467118e-06,4.7339144972208793e-05,0.0050702348762778539,0.0024621732476611704
76008262.634277344,76.008262634277,1.0340633735890291e-05,5.4486216248495076e-05,0.0040508192838225225,0.0018978419855724597
76008407.592773438,76.008407592773,1.0621949362631357e-05,4.3506283995256287e-05,0.001049493028330007,0.00040290906694378988
76008552.551269531,76.008552551270,1.0957874544491209e-05,3.9185956655048031e-05,0.00022464762615537057,0.00010284604698382549
76008697.509765625,76.008697509766,9.7865169295902898e-06,3.9511134404483523e-05,0.00028037903860933338,8.0223752971617993e-05
76008842.468261719,76.008842468262,1.0593373027644369e-05,3.6809622741131414e-05,0.00014686370244163183,7.9595633595902089e-05
76008987.426757812,76.008987426758,1.083420504100954e-05,3.4151837664812926e-05,7.6717630659533267e-05,5.0686838314759145e-05
76009132.385253906,76.009132385254,1.0037476008478667e-05,3.699542378806447e-05,8.8231040992275142e-05,5.8902514777286478e-05
76009277.34375,76.009277343750,9.856813024287876e-06,3.4332533854162417e-05,9.005202307751223e-05,6.9512880863040652e-05
76009422.302246094,76.009422302246,9.9399756748664378e-06,4.0588895553598562e-05,0.00018197479864064079,0.00010109721353459624
76009567.260742188,76.009567260742,1.3725379327198517e-05,3.5583451279437174e-05,0.00029910343977020338,0.0001589799650831897
76009712.219238281,76.009712219238,1.4404284851127133e-05,4.2443341024818275e-05,0.00017291566331297816,9.2057947348325928e-05
76009857.177734375,76.009857177734,1.3206154899652214e-05,4.3943317748129365e-05,0.00013479525024161682,7.872072870334283e-05
