Frequency_Hz,Frequency_MHz,20260515_092941,20260515_130634,20260515_130927,20260515_131116,20260515_131246,20260515_133100,20260515_134613,20260515_134951,20260515_140509,20260521_162959,20260522_135524
75992897.033691406,75.992897033691,1.5015260698833517e-05,0.00033906868601869431,5.8015753015552012e-05,4.9575852662915411e-05,3.584971145371351e-05,5.2528565622534727e-05,0.00062166474739162164,7.1478200655783746e-05,5.4590328871290963e-05,0.00013815041339527206,2.8119602411408839e-05
75993041.9921875,75.993041992188,1.0073596060253564e-05,0.00059862759517494027,6.2123050891467907e-05,5.0001235918422863e-05,2.7787198408276984e-05,4.2402485201999304e-05,0.00077933989047979416,6.0855671060801151e-05,5.1488813156142619e-05,0.00016189745753432411,2.5575816883787903e-05
75993186.950683594,75.993186950684,1.1242425551525499e-05,0.00045545457839309909,5.3298350998568613e-05,4.6099466185302316e-05,2.9228668554950721e-05,5.5302462472336949e-05,0.0013240262769910526,7.5790000770149099e-05,6.0808626525012946e-05,0.0001706885478282961,2.8149538335957746e-05
75993331.909179688,75.993331909180,1.3347450087460804e-05,0.00062571341114505622,4.4307573569805456e-05,5.2950816598493401e-05,3.277231335744642e-05,4.2647563189318396e-05,0.001664444978104676,0.00010278175607126863,9.8036548062913881e-05,0.00020510522346149244,2.6358279915338342e-05
75993476.867675781,75.993476867676,1.1147035699465702e-05,0.00096804251875163801,4.9586292688867293e-05,4.8921035971614801e-05,4.9072395499198672e-05,6.0143128546611693e-05,0.0016857069400324797,0.00014566683833677418,0.00013729415043271491,0.00034792714960461092,2.6030404141065092e-05
75993621.826171875,75.993621826172,1.1050115733821392e-05,0.0017882160056453301,4.5499627203378019e-05,4.9016675631202989e-05,5.403481418401901e-05,8.9856727021027231e-05,0.0017228031037053208,0.00015136410984645775,0.00014489384383063262,0.00058037650121347151,3.2234401312623042e-05
75993766.784667969,75.993766784668,1.3098254372220697e-05,0.0026570321813566005,6.1487922749299174e-05,5.7663409550502249e-05,5.9665047045793929e-05,0.0001333012986279776,0.0075714886234103931,0.00069872326657126674,0.00041850078471785789,0.00055516300908829838,4.1670524507746581e-05
75993911.743164062,75.993911743164,1.1534571689166054e-05,0.0022928779858152897,5.8157934957076101e-05,5.4660686230722673e-05,4.3050512341415112e-05,0.00012516886865046741,0.032884627961842536,0.002402908777059566,0.0013394485309296102,0.00035754085442039023,3.730258923955277e-05
75994056.701660156,75.994056701660,8.2743878443364918e-06,0.0011009246135866729,5.7963238006823506e-05,4.8130777462379647e-05,4.756962784864994e-05,7.4047139583414073e-05,0.051075524992826221,0.0043767118785899379,0.0023582610964509938,0.00019449644548992785,2.6553083986779585e-05
75994201.66015625,75.994201660156,9.096868786543509e-06,0.00092315874480191208,4.7640119964322253e-05,4.5277006762724326e-05,4.7373671761785021e-05,7.2903907803517379e-05,0.02281294800795396,0.0031295706016800555,0.0013068181593234925,0.00020645000099572076,2.5615661330805979e-05
75994346.618652344,75.994346618652,8.2362269978713585e-06,0.0009016173527034042,4.1053839452776925e-05,4.3115776895363061e-05,4.8056411933395254e-05,5.7852992056167108e-05,0.38647890670488377,0.030468397696487619,0.017809993314420888,0.00030266996402398801,2.4775924948080976e-05
75994491.577148438,75.994491577148,1.4278985152521197e-05,0.00096306076965164706,5.2753510386089946e-05,2.3956845189897045e-05,3.1571039339047421e-05,5.1744531892944881e-05,1.9891600640413856,0.15519300475063944,0.10786838222704875,0.00025960303157648504,2.4253280574347392e-05
75994636.535644531,75.994636535645,1.2597502431409845e-05,0.0007057986966070574,5.2567827395825302e-05,4.8200484229468127e-05,3.1223847914168046e-05,3.6735785220466204e-05,1.8861499092305094,0.14671105182673816,0.10706003156793675,0.00019535338572993855,2.9736096092511523e-05
75994781.494140625,75.994781494141,1.0473410876347998e-05,0.00097241255147206666,2.9183530872670745e-05,4.597158197119719e-05,4.6096465331539035e-05,4.5008267022579985e-05,0.43061459536062491,0.040229469680842324,0.023278130359166628,0.00018995448512814807,2.7315993616344993e-05
75994926.452636719,75.994926452637,1.1759416247167941e-05,0.0013173914186976807,3.6902646834887403e-05,4.6951745262133952e-05,3.9950650528824035e-05,9.0776550637144103e-05,0.052013555537130871,0.0067329867611197903,0.0028649047824530712,0.00024300783412173948,2.5890228014006413e-05
75995071.411132812,75.995071411133,1.223115244723491e-05,0.0013436850810760823,5.0032257811798871e-05,6.5571401003397764e-05,3.576269176685181e-05,9.0663337034351744e-05,0.005675731356798653,0.0010692614293457072,0.00051061915042352414,0.00025465974269848308,2.2528414745055182e-05
75995216.369628906,75.995216369629,1.3140613521415369e-05,0.0012375996369761056,4.8947734512853654e-05,6.493541284485524e-05,4.2144383385018226e-05,8.138461984518739e-05,0.0072851738494433939,0.0011846507033176613,0.00051589641107074489,0.00024128604468043281,2.7969938803441574e-05
75995361.328125,75.995361328125,1.0429296629755225e-05,0.0013430851691670848,4.6286306443858384e-05,5.1041500859778322e-05,3.5505892025353193e-05,5.3205636552126395e-05,0.087191170484805847,0.0095228226993530965,0.0042151789603725983,0.00023258860771868819,4.1256340829048753e-05
75995506.286621094,75.995506286621,8.9723557738147731e-06,0.0014421309177024306,4.465014644421472e-05,4.0872192194463596e-05,3.9470296698023294e-05,5.7663954269427726e-05,0.32267256121299648,0.03634390079804807,0.020836753899214123,0.00027557871903923235,8.5819896374217771e-05
75995651.245117188,75.995651245117,1.2313463824984268e-05,0.0017564631198143386,4.7449006618650397e-05,4.4295222077933037e-05,3.7684395642514187e-05,6.1711491794382066e-05,0.45538344203035613,0.046989077148131247,0.016974491840126699,0.00024240630067696778,6.4977453901085512e-05
75995796.203613281,75.995796203613,1.5099305892443508e-05,0.0015314116484969535,4.2288809374540512e-05,5.7561052403161143e-05,4.3676605144471256e-05,6.1271745913405481e-05,2.4382305521765071,0.20655137557960074,0.095094188350558453,0.00047367798719347555,4.9516994878742456e-05
75995941.162109375,75.995941162109,1.4547306686073394e-05,0.0021417378528714526,4.4080863643599986e-05,5.7564574219676399e-05,4.208257562833249e-05,7.4525728952203079e-05,6.1252588225942155,0.52354733859572022,0.27567863578063795,0.0016604781201013455,0.00037969953218747014
75996086.120605469,75.996086120605,1.25166029222949e-05,0.0021172958492799809,3.367917775443281e-05,6.7601649066712234e-05,5.3758198183801302e-05,8.7499114864711435e-05,6.165519849250737,0.60111307057466223,0.25488364921257045,0.0023723711567346867,0.0011375755277651702
75996231.079101562,75.996231079102,1.1313899824174817e-05,0.0019726827473076354,4.6448927366530363e-05,6.3899372916600966e-05,4.0821912615935053e-05,7.3604465490210649e-05,8.8349438182606281,0.95780022134467913,0.4165007134540416,0.0011231386973497726,0.0004195136803505657
75996376.037597656,75.996376037598,1.1255298785406408e-05,0.0018903660521021818,5.673978106592249e-05,6.4157199194223157e-05,4.564181121603178e-05,9.4430661555718452e-05,2.3631346293680537,0.34993022264026447,0.16442320737787919,0.00061615107964807178,0.00016184997000121101
75996520.99609375,75.996520996094,1.0328967419475561e-05,0.0029008116013281835,5.6144307691071545e-05,6.1431118044233271e-05,4.6586279837863112e-05,0.00013151837475136905,0.31134963314168845,0.041564050365606564,0.018754797186450622,0.00060115362863570555,0.00016578670444267378
75996665.954589844,75.996665954590,1.2679219588753971e-05,0.002645423496320081,6.1778839388883857e-05,6.930074860094064e-05,4.1062174555384511e-05,0.0001802610242024543,2.4201631928122342,0.20497018752155954,0.093496751251775159,0.00070146015196767542,0.00031106777775297709
75996810.913085938,75.996810913086,1.3237437612874696e-05,0.0025332232391194909,6.7944003226787963e-05,7.5408786684169176e-05,3.8361452789768909e-05,0.00015559299619068146,2.4990930123198192,0.2239713012603094,0.10738279695734156,0.00077820201121783198,0.00074307765512308293
75996955.871582031,75.996955871582,1.2011963852952513e-05,0.0030039375895855309,8.4007269312795477e-05,7.9642612000456966e-05,4.1099742560334775e-05,0.00020694222000954045,0.30010977153291168,0.033777847060979353,0.016700019691746351,0.0023103707116496363,0.0015385599728222092
75997100.830078125,75.997100830078,1.3504977557955091e-05,0.0042360719804222426,8.0611261300622583e-05,6.8037101449029406e-05,5.5631380370741167e-05,0.0001711885716539088,0.19483760721228396,0.012026021360296605,0.0083440109079387769,0.0017770479144698856,0.00078814813464353408
75997245.788574219,75.997245788574,1.5075262304042941e-05,0.0058409815784380113,8.7967408804209268e-05,6.8353665412265992e-05,7.4498868625831924e-05,0.00019519739394577057,0.42554536627596024,0.030250988118440476,0.017567649228531972,0.00093538929930593302,0.00013969476138368087
75997390.747070312,75.997390747070,9.9959378578711792e-06,0.0089405131963977424,7.8306968827724946e-05,8.6126284612206099e-05,8.9682706332155985e-05,0.00014779268170242947,0.57741476653289314,0.042823046280714067,0.026496580441533881,0.0011185915541606101,0.00033247902191163147
75997535.705566406,75.997535705566,1.1357050413653012e-05,0.0091155947544977415,8.5351628536127581e-05,0.00010350797748277401,8.683691681599604e-05,0.0013360055240877874,0.62786449394797172,0.046545718783576107,0.023180212482613673,0.001458389887514396,0.0002322251577521634
75997680.6640625,75.997680664062,1.2556427620408734e-05,0.0088134343179272368,0.00012913718071488003,0.0001283096476797769,9.1524825526102975e-05,0.011081608754897878,0.42001727360179558,0.033735804988025239,0.015172812542943868,0.0019569910391364579,0.00021505714659725416
75997825.622558594,75.997825622559,1.2053497887310263e-05,0.011447711146533075,0.00020502541082685093,0.00013708073324310752,0.00011716005538751873,0.0097993130743875504,0.098809682037020258,0.0062532986889488598,0.0035817416046226248,0.0021446185626716064,0.00025509052479821668
75997970.581054688,75.997970581055,1.2170396478740278e-05,0.01647309732311247,0.00013468797706570981,0.00012986320432326531,0.0001494090080977157,0.0034902315200333461,0.024259084023460456,0.0013109102832988457,0.0013049332056213644,0.002344816306769719,0.00033052323858682493
75998115.539550781,75.998115539551,1.1928266596558375e-05,0.022356206922642015,0.0001111891680483215,0.00011782102294818648,0.00011707485491394743,0.0030487376468651467,0.020141875396582645,0.0021367988266886369,0.0027908131051157777,0.0037908151495184995,0.00017777645733728486
75998260.498046875,75.998260498047,9.892559721023959e-06,0.016836355302390024,0.00016031678108280859,0.00018727265371463398,0.00015227729611259414,0.0020176418515499362,0.041670272515215039,0.0070976463533012814,0.0094998881053624893,0.015642696685385659,0.00021083239527165716
75998405.456542969,75.998405456543,1.1051088364034441e-05,0.020351755261646225,0.00020028633700604629,0.00018161222165297958,0.00015514168504481376,0.0029491640951835414,0.1746763322349407,0.014472646589018302,0.011028046958286037,0.01628538217903789,0.0020628949901298345
75998550.415039062,75.998550415039,8.9839326958115569e-06,0.027878261389047213,0.00066007938156438376,0.00018301455726990612,0.00030074821261735725,0.0084994137878152912,0.50325490205920742,0.05892756919108369,0.030540832200034364,0.014944358091877712,0.0030499882905990188
75998695.373535156,75.998695373535,9.9179288789557338e-06,0.039920797612867431,0.00094401552745907705,0.00022354980542166645,0.00041936098246454626,0.012005133757015276,0.40985711368204031,0.039258055352849403,0.020793733065222,0.00488024178803607,0.0009570150640557057
75998840.33203125,75.998840332031,8.6054921691173029e-06,0.031555404573138164,0.00032694942410390032,0.00015228471349262344,0.00027506027459908928,0.0074509541144126053,0.21551564160278788,0.019885447714588254,0.018534758056202603,0.0083871525189558316,0.0024465499412833686
75998985.290527344,75.998985290527,1.0742560188166255e-05,0.02682486151657721,0.00050156506293988121,0.00021003040679260708,0.00029012078424532823,0.0019416673764084916,0.36620414533424944,0.032689088769461541,0.020885512873350824,0.022463634591367979,0.0089947347863036306
75999130.249023438,75.999130249023,1.0898907935117617e-05,0.056669608912107906,0.0074769296596797633,0.00055833587576829661,0.0026655594747429959,0.0039692328724328756,1.0233141644964023,0.065573825541201072,0.040424390681694816,0.23330656564686467,0.0051286248558059409
75999275.207519531,75.999275207520,1.2416083204559835e-05,0.21085443517569971,0.010913697388860943,0.0017260606214334782,0.0050786524942025681,0.011418060322600475,3.4287320928752623,0.33100798716318613,0.2021411438091256,0.95579940896111615,0.0092969081240769219
75999420.166015625,75.999420166016,1.1856597393641109e-05,0.45223368116807622,0.0035928065214498517,0.002316608504774866,0.0034035156413414168,0.012252165888366185,6.0431731869969187,0.80593950803655234,0.45767887828833886,0.46029592228102961,0.035904556130093905
75999565.124511719,75.999565124512,1.0181993313962182e-05,0.37175288032818515,0.01011478288153571,0.0051354705785338619,0.0090780704679579594,0.039644837521447637,2.8090131366397815,0.44917384027526086,0.27467695841424405,0.13430848787801578,0.043628631467990155
75999710.083007812,75.999710083008,1.0967741226810076e-05,0.73155622740085202,0.066101632388623738,0.030022808251395496,0.073850412683919911,0.45952871389643357,3.3374948816754464,0.21330461310740301,0.81564951685104803,0.028637080912485586,0.023392319304294206
75999855.041503906,75.999855041504,2.1464566802108195e-05,5740.7211297879612,259061.57546634282,262891.09485899471,241504.21631023067,60317.568631982562,277442.60895383329,11631.001115277986,11518.605625590699,79239.529007684134,46387.69294466827
76000000,76.000000000000,5.3119232596614601e-05,22903.688280949722,1035942.1978195163,1051555.9552146599,965836.1368186468,241320.17275270919,1114614.3515023508,46428.312016739888,46153.298823693171,316941.13819978945,185594.23446823558
76000144.958496094,76.000144958496,1.8928038607824246e-05,5746.5179918921249,259041.9971464446,262894.41530428559,241375.97437504632,60308.763802989532,279898.62995301071,11603.844085371727,11550.810739102599,79230.253417402695,46392.935020415454
76000289.916992188,76.000289916992,1.0370377826805725e-05,0.73450453436736918,0.065007664841314233,0.028195458332246955,0.074747015140615977,0.55426765322577165,3.2713344422868391,0.20786973454338536,0.79985043961094693,0.028300060153790808,0.026471214282594652
76000434.875488281,76.000434875488,9.8663081263554158e-06,0.37234006011075615,0.010019986767230826,0.0049870530580531326,0.009027754236837467,0.056158691893919831,2.8731781453806744,0.42699582574214601,0.24329463894212555,0.12203054406880157,0.05351114734002841
76000579.833984375,76.000579833984,9.9510761859617007e-06,0.45356519545780188,0.0043315218395167214,0.0023458319444810828,0.0039463167544935259,0.014117813304102805,5.9163632252860712,0.79796575920480661,0.41633562825558923,0.43228614299770551,0.041373912069683182
76000724.792480469,76.000724792480,8.6096029164800929e-06,0.21156300656365412,0.012299609284503609,0.0018270455676794369,0.0046720518283731496,0.0069876074327756988,3.4671651754908095,0.34072262662453756,0.21167826375516724,0.92179789377169152,0.010081224101405309
76000869.750976562,76.000869750977,1.2093954793886049e-05,0.056891729575682323,0.0074680872724702347,0.00054621409251502683,0.0026474311229845648,0.0033738489544734855,0.96393901584935382,0.071172068493294327,0.047566064163907733,0.22252231452606314,0.0051697955820822527
76001014.709472656,76.001014709473,1.3706534732634146e-05,0.026742492672136031,0.00050032152833259509,0.00018769291037502864,0.00035054465817365267,0.0012424770136390967,0.34259440978364686,0.037648920898128997,0.021037872618566843,0.020641858374818113,0.0090531345778968077
76001159.66796875,76.001159667969,1.4026837867873604e-05,0.031592867198365029,0.00031477560392938306,0.00012781602788716325,0.00033512258177116974,0.0074669186744759164,0.23001800285699012,0.021249243464546746,0.018883617244743155,0.0090068222221235776,0.0022192563371953031
76001304.626464844,76.001304626465,1.0588368708952639e-05,0.039476390323450676,0.00091571859614155576,0.00021974049316619197,0.00046127012187319015,0.016494480428595693,0.38800821774283972,0.036788248590365016,0.023363097391518355,0.0053019633511888591,0.00093856597803485898
76001449.584960938,76.001449584961,1.0567856222630825e-05,0.027770410477045329,0.00067954725285222502,0.00019593864608329038,0.00032905527660874879,0.012425152319525032,0.43989519503497049,0.044512156493179848,0.03229120466139683,0.014263989181473697,0.0031161330434026752
76001594.543457031,76.001594543457,1.1932315293194138e-05,0.020419898454316455,0.00019739722721786134,0.00021632589471534301,0.00015837591889242592,0.0057217656379666346,0.14664325188704053,0.012012042563205354,0.013046310189745702,0.016264196256072689,0.0022135515085403732
76001739.501953125,76.001739501953,1.0045182114556167e-05,0.016888676386677098,0.00014469181832384623,0.00021340649682641922,0.00013477141475275707,0.003664012830952388,0.033675632685427698,0.0065461383760070805,0.010482844309972136,0.015106274968844816,0.0002336033893846713
76001884.460449219,76.001884460449,1.0792155822079406e-05,0.022341406863278623,0.00012019234620837775,0.0001484198716075236,0.00010514575948356927,0.0031590536658046239,0.015579581944179806,0.0020781596855977977,0.0029515437792833926,0.0040637031053067027,0.00016105359668693066
76002029.418945312,76.002029418945,1.2535571185389012e-05,0.016440669320564229,0.00013451314527484137,0.00015126169648193739,0.00012423597596308774,0.0044911070399969036,0.023926132425830103,0.0015440521456361388,0.0013318372508993332,0.0021560633970390823,0.00036912840863428698
76002174.377441406,76.002174377441,1.320670036883865e-05,0.011261208807099811,0.00017600254063430577,0.00013462186230498653,0.00011570663569825096,0.0083429185663198464,0.087322278934254677,0.0063056055930812661,0.0040681606247381964,0.0020817334760751373,0.00027148423811268853
76002319.3359375,76.002319335938,1.0805836618785248e-05,0.0087370037245285137,0.00010627336054698999,0.00013164091998776138,8.3673332946872773e-05,0.010331697191220396,0.40685706507880054,0.033460892981462487,0.016598101971223266,0.0019091956584920036,0.00024120914420809874
76002464.294433594,76.002464294434,9.5564833549072276e-06,0.0089647620892741083,8.8144815294355765e-05,0.00011057140194203613,7.0596548371992508e-05,0.0012016693493643036,0.60458645135592348,0.046209043403380598,0.023727059166747413,0.0014542434374687778,0.00024783273935930481
76002609.252929688,76.002609252930,1.0749547408799677e-05,0.0087467514872688178,0.00010217133093880134,8.0643496754411281e-05,6.3927521050044473e-05,0.00019156272092996044,0.54165935631987305,0.041605844637269448,0.027222836410214817,0.0010608545439593762,0.00037117819506068554
76002754.211425781,76.002754211426,8.1565838489116639e-06,0.0057009954968571998,0.00010590293967706874,6.7473538409490693e-05,7.9269204828503079e-05,0.00019240684021663257,0.40013238738548507,0.02898968217775396,0.017454708138540186,0.00093449806885325423,0.00015339910108787177
76002899.169921875,76.002899169922,8.1467077373875903e-06,0.0041713831283409601,9.0349692913670084e-05,6.1132545036084865e-05,6.7232988415521247e-05,0.00022218423523622145,0.18530390071739644,0.011545966786837039,0.0090886451867353748,0.0017319952175516092,0.00074682460189282041
76003044.128417969,76.003044128418,1.3391184781478787e-05,0.0029505265875930252,8.4219341475088766e-05,8.1738629640715091e-05,4.0717716762998458e-05,0.0002578367451379527,0.27370738555113977,0.034049596268415062,0.016748509677896872,0.0022266008986067945,0.0016127589502254712
76003189.086914062,76.003189086914,1.3231440891664097e-05,0.0025178807265792439,6.7160358603409148e-05,6.331476515899443e-05,3.8862188122046744e-05,0.0001514664546616559,2.3767687454522823,0.22409696440249358,0.10762482603719106,0.00077017115647815915,0.00078104374305341202
76003334.045410156,76.003334045410,1.090152645742276e-05,0.0025925186687055482,6.8895538652484674e-05,5.6232921349402791e-05,3.3176667719154486e-05,0.00016911980234619067,2.3517094346568168,0.20561085744207855,0.093567823186898644,0.00077574149495318991,0.00028968537298446967
76003479.00390625,76.003479003906,1.1113144448146422e-05,0.0028252801357111258,7.2635090886040703e-05,6.1672151294082909e-05,5.7334315949782162e-05,0.00012222031683000012,0.30635625159449059,0.041737457293022362,0.019219053339450908,0.00061368430200148521,0.0001132957080691941
76003623.962402344,76.003623962402,9.3480685819075812e-06,0.0018507001228591456,6.2072791700070951e-05,6.1873324029738827e-05,4.6289112400216938e-05,8.8653491434443086e-05,2.1743930977132475,0.35308701876195536,0.1656638321239231,0.00055578621739775611,0.00015161502678014659
76003768.920898438,76.003768920898,6.6491488669542381e-06,0.0019302307478576367,5.2357960842327808e-05,5.0849365570552773e-05,4.1229061638837163e-05,7.2162780926565118e-05,8.4238959818600456,0.968024940558604,0.41961309789358575,0.00096267877111928584,0.00042340524353132051
76003913.879394531,76.003913879395,9.9323954395123296e-06,0.0020871080831877473,4.5977512858363657e-05,4.7138587387794161e-05,5.4204021164625138e-05,7.2743363683086364e-05,5.9481016561752513,0.60026125492703575,0.25370614485933307,0.0020283677606839521,0.0011985181281609278
76004058.837890625,76.004058837891,7.5127698019105421e-06,0.0020878543054990077,5.1036097126087227e-05,4.5764328890664768e-05,4.9245095695185913e-05,7.5479634408951303e-05,5.9433764533149116,0.51302345132548077,0.27160996501592527,0.0014490111745050277,0.00042378833111080037
76004203.796386719,76.004203796387,9.5635734772252748e-06,0.0014680519856361883,4.9611483972683005e-05,5.1110027942262887e-05,3.9355582939658823e-05,7.1524755664088068e-05,2.3700304170628388,0.20233683477840017,0.093656371315966699,0.00051862765411203149,7.7703779890025469e-05
76004348.754882812,76.004348754883,1.331965366820918e-05,0.0016936902887819236,5.2772143127225067e-05,4.2401504247456937e-05,4.0762221909148941e-05,6.7470604751317128e-05,0.42524934237221318,0.04737136655519892,0.016868208343514005,0.00024261315692717064,6.8006845983719342e-05
76004493.713378906,76.004493713379,1.0808180143602155e-05,0.0014026395421242518,5.0580674207774896e-05,4.3635284474101317e-05,3.6773130620313755e-05,5.4958265417425049e-05,0.29542992347427277,0.037657868596148433,0.021437966747807676,0.00024716558196628715,8.635628018197972e-05
76004638.671875,76.004638671875,9.9513255555792244e-06,0.001286214192253423,4.6963883689453004e-05,5.449285461522299e-05,3.2284853736243977e-05,7.0382194214941606e-05,0.077220256226575565,0.009844734735192642,0.0043538850264980798,0.00022734129721382976,2.9903969613102971e-05
76004783.630371094,76.004783630371,7.8217529886640259e-06,0.0011917528048473525,4.9115158784944387e-05,7.1654589085429934e-05,5.0705391362176969e-05,8.39539192476208e-05,0.0099792384396688253,0.0011140639594743971,0.00051022915977836009,0.00022460764456940727,2.9720154730384633e-05
76004928.588867188,76.004928588867,8.5188553471746927e-06,0.0013190307160063943,3.9300697803870276e-05,6.6246862018101e-05,4.2627612557373095e-05,8.1588482760240711e-05,0.0093586449344019162,0.00098649802073786036,0.00048493156674878524,0.0002590004573196863,2.8246001979729454e-05
76005073.547363281,76.005073547363,8.7731308883731927e-06,0.0012787475116888198,3.3742137781995519e-05,5.3218717730672317e-05,3.7102453431569335e-05,7.4789312391868035e-05,0.049290349613461598,0.0064403144387037295,0.0029392095520995891,0.00027666909115687274,2.8188839617133562e-05
76005218.505859375,76.005218505859,1.11887464960934e-05,0.00094265317855849048,3.373576847946496e-05,5.0237590117850975e-05,4.0595208179682863e-05,4.6085525174897714e-05,0.42187094898058414,0.038223188124849344,0.022722336707357939,0.0001793512151356629,2.6071358480686801e-05
76005363.464355469,76.005363464355,1.2570723170268877e-05,0.00069721660350116838,4.4391291806872478e-05,5.9884311012353151e-05,3.6216463340545138e-05,4.341757830814369e-05,1.8550849302758445,0.14067209685209359,0.10383059799302526,0.0001928684488097531,2.9284310652881579e-05
